Title,Score
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama shiteiru",7.83
Brave Story,7.41
"Suki tte Ii na yo. Dareka gaSay ""I Love You."" OVA",7.24
Ikoku Meiro no Croisée,7.41
&,7.38
Ore no Kokan wa Bishoujo Datta no ka,7.6
Hajime no IppoFighting Spirit,8.77
One Piece: Episode of Alabasta - Prologue,7.18
"Sentouin, Hakenshimasu! (Combatants Will Be Dispatched!)",7.53
Teiji ni Agaretara (If We Leave on the Dot),7.45
Omairi desu yo (Hopelessly Devoted),7.82
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost WhispersGhost in the Shell: Arise - Border 2: Ghost Whispers,7.48
The Love Doctor,7.33
Heya Camp△Room Camp,7.34
Hokuto no Ken MovieFist of the North Star: The Movie,7.22
High Score Girl (Hi Score Girl),8.14
Captain Tsubasa: Golden-23,7.4
Gundam Build Fighters,7.73
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original VideoHigh School DxD BorN Specials,7.36
Sensei to Watashi,6.98
Rewrite: Side-R,7.47
Shin Megami Tensei Devil Children,6.98
Heat,7.23
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,7.35
Madougushi Dahlia wa Utsumukanai (Magic Artisan Dahlia Wilts No More),7.06
Mai-Otome Specials,6.92
Romance ni wa Hodotooi,7.35
Genshiken,7.63
Akachan to BokuBaby and Me,7.81
Kotoura-sanThe Troubled Life of Miss Kotoura,7.16
Shoujo Kakumei UtenaRevolutionary Girl Utena,8.21
Shakunetsu KabaddiBurning Kabaddi,7.02
Mahou Shoujo-tai ArusuTweeny Witches,7.05
SKET Dance,8.21
Butter!!!,6.94
Rin-chan Now (Hatsune Miku: Rin-Chan Now!),7.07
Tales of Xillia: Side;Milla,6.95
Shingeki no Kyojin: The Final SeasonAttack on Titan: Final Season,8.79
"Tennis no Oujisama Movie 1: Futari no Samurai - The First GameThe Prince of Tennis: The Two Samurai, The First Game",7.33
Shounen Shoujo,7.02
Onanie Master Kurosawa,8.41
Yama no Susume Second SeasonEncouragement of Climb Season 2,7.55
Yuria 100 Shiki,6.92
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.86
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-henDanganronpa 3: The End of Hope's Peak High School - Despair Arc,7.37
"Doumo, Suki na Hito ni Horegusuri wo Irai sareta Majo desu. (Hello, I Am a Witch and My Crush Wants Me to Make a Love Potion!)",7.28
Tanaka-kun wa Kyou mo KedarugeTanaka is Listless Today Too,7.28
Wu Liuqi: Anying SumingScissor Seven: Shadow Fate,7.99
Yu☆Gi☆Oh! 5D'sYu-Gi-Oh! 5D's,7.45
Houkago Play (Afterschool Play),7.28
Kono Sekai no Katasumi niIn This Corner of the World,8.22
Kuro no ShoukanshiBlack Summoner,7.09
Boku wa Tomodachi ga Sukunai,7.52
Shakugan no Shana MovieShakugan no Shana: The Movie,7.37
Hayate no Gotoku! Heaven Is a Place on EarthHayate the Combat Butler! Movie,7.14
Samurai High School,7.48
3-gatsu no Lion 2nd SeasonMarch Comes In Like a Lion 2nd Season,8.92
Hirayasumi,8.52
Princess Principal,7.68
Kokkoku,6.99
Ousama Ranking: Yuuki no TakarabakoRanking of Kings: The Treasure Chest of Courage,7.28
Bishounen TanteidanPretty Boy Detective Club,7.1
Mail,6.97
Mayonaka Heart Tune (Tune In to the Midnight Heart),7.37
Burn the Witch,6.93
Seishun Shonbori Club (Heart Break Club),7.15
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.77
Angel Heart 2nd Season,7.34
Shinomiya-kun no Sekai ga Owattemo,7.0
Ni Tian ZhizunAgainst The Sky Supreme,7.01
Good Night World,7.12
Hetalia Axis Powers,7.89
Accel World,7.22
R.O.D: Read or DieR.O.D - Read or Die,7.62
Urusei Yatsura Movie 3: Remember My Love,6.94
Yume no Moribito,7.09
Hachimitsu to Clover IIHoney and Clover II,8.2
School Rumble San GakkiSchool Rumble 3rd Semester,7.29
Nyan Koi!,7.65
Giant Robo the Animation: Chikyuu ga Seishi Suru HiGiant Robo the Animation: The Day the Earth Stood Still,7.78
Huyao Xiao Hongniang: Yue Hong,7.61
"Shuumatsu Nani Shitemasu ka? Mou Ichido dake, Aemasu ka? (Do you have what THE END? May I meet you once again?)",7.9
Kimi wa Midara na Boku no Joou,7.01
The Kabocha WineThe Pumpkin Wine,6.92
Binbougami ga!Good Luck Girl!,7.67
Good Morning Kiss,7.48
Tekkon Kinkreet,7.94
Seventeen Syrups,7.06
Sonny Boy,7.78
Fairy Tail Gaiden,7.19
Nakanmon!,7.4
Watashi no Oyome-kun (Mr. Bride),7.29
Lupin III: Part 6Lupin the Third Part 6,7.19
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,7.27
Amaama to InazumaSweetness & Lightning,7.53
Reijou wa Mattari wo Goshomou. (My Lady Just Wants to Relax),7.0
Kuroki Yodomi no Hedoro-san (Kraunessa the Black Stagne),7.16
Motokare ga Fudanshi ni Natteorimashite. (My Ex-Boyfriend Loves Boys' Love!),6.92
Kidou Senshi Gundam Senki: Lost War Chronicles (Mobile Suit Gundam: Lost War Chronicles),7.02
Ai no Wakakusa MonogatariTales of Little Women,7.38
Tate no Kuni (The Vertical World),7.61
Ginga Densetsu Weed (Ginga Legend Weed),7.51
Tenkuu Senki Shurato,7.18
Peppermint,7.04
Genki Bakuhatsu GanbarugerEnergetic Bomb Ganbaruger,7.28
Black Bullet,7.09
El Cazador de la Bruja,7.22
Mardock Scramble,7.3
Tenkuu Senki Shurato,7.18
The iDOLM@STER Shiny Festa,7.19
Only Sense Online,7.64
Iblard Jikan,6.87
Fushigi Mahou Fun Fun Pharmacy,7.24
"Yuusha, YamemasuI'm Quitting Heroing",7.02
IDOLiSH7 Second Beat!,8.15
Megane Cafe Glass,7.07
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!Dragon Ball: Yo! The Return of Son-Goku and Friends!!,6.83
Toaru Majutsu no Index-tanA Certain Magical Index: Specials,6.91
Kanojo wa Rokurokubi,7.18
Ookami ga Kuru!,7.11
Futari wa PrecurePretty Cure,7.1
Cat's Eye,7.2
Kokkoku (Kokkoku: Moment by Moment),7.11
The Innocent,7.2
Dareka wo Norowazu ni Irarenai Kono Sekai de (Can't Stop Cursing You),7.48
Asobi Asobase Specials,7.6
Tsubasa ChronicleTsubasa RESERVoir CHRoNiCLE,7.52
The First Slam Dunk,8.81
Koizora: Setsunai Koimonogatari,7.87
500-nen no Itonami (His Romance of 500 Years),7.35
Asobi Asobase Specials,7.6
Gohan no Otomo (Side Dish Which Matches Rice Well),7.5
Alps no Shoujo HeidiHeidi: Girl of the Alps,7.38
Love Letter,7.65
Hellsing: Digest for Freaks,7.6
K: Lost Small World,7.85
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-henSamurai X: Reflection,7.97
"Hige wo Soru. Soshite Joshikousei wo Hirou.Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",7.28
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.17
Yama no SusumeEncouragement of Climb,6.83
Motto To LOVE-RuMotto To LOVE Ru,7.27
Utahime (Utahime: The Songstress),7.06
Poyopoyo Kansatsu NikkiPoyopoyo,7.64
Neck and Neck,7.26
Bungou Stray Dogs 4th SeasonBungo Stray Dogs 4,8.45
Baccano!,7.48
Zhen Hun JieRakshasa Street,7.49
My Little Goat,7.11
The Legend of the Northern Blade,8.38
"Saijo no Osewa: Takane no Hanadarake na Meimonkou de, Gakuin Ichi no Ojousama (Seikatsu Nouryoku Kaimu) wo Kagenagara Osewa suru Koto ni Narimashita",7.24
Boogiepop wa WarawanaiBoogiepop Phantom,7.16
Kakumei no Hi (The Day of Revolution),7.38
Anata ga Shite Kurenakutemo (Even If You Don't Do It),7.19
Zhen Hun Jie: Bei Luo Shi Men Pian Part 1Rakshasa Street,6.97
Black Cat (TV)Black Cat,7.32
Lupin III: Harimao no Zaihou wo Oe!!,6.9
Ace wo Nerae! (1979)Aim for the Ace!: The Movie,6.95
Angel Beats! Specials,7.55
Jigoku Shoujo MitsuganaeHell Girl: Three Vessels,7.61
Druaga no Tou: The Sword of UrukTower of Druaga: The Sword of Uruk,7.19
Watashi ni Tenshi ga Maiorita! Special,7.28
Meitantei Conan Movie 26: Kurogane no SubmarineDetective Conan Movie 26: Black Iron Submarine,8.33
Kaichou wa Maid-sama!: Omake da yo!Maid Sama!: It's an Extra!,7.48
Nanairo Sekai,7.78
Spy x Family Part 2,8.28
"K: Seven Stories Movie 5 - Memory of Red - BurnK: SEVEN STORIES ""Memory of RED - BURN -""",7.62
Kagerou Daze Koushiki Anthology Comic: Summer,6.99
Hakuouki: Reimeiroku OVA,7.1
Kaguya-hime,7.27
Akarui Kioku Soushitsu (Cheerful Amnesia),7.49
Chibi Maruko-chan Movie,7.08
Meitantei Conan OVA 07: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen TanteidanDetective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.25
I.O.N,6.96
Kikou Ryohei Mellowlink,7.12
Log Horizon Gaiden: Honey Moon Logs,7.05
Senyuu.: Alba/Ross-hen - Minato Machi no Eiyuu,7.48
Tsuki ga Kirei Special,7.26
Nanatsu no Taizai: Mokushiroku no YonkishiThe Seven Deadly Sins: Four Knights of the Apocalypse,7.16
Hitler (Shigeru Mizuki's Hitler),7.57
Kingdom Hearts: Chain of Memories,7.51
Hachimitsu Darling (Honey Darling),7.51
Prime Rose,7.47
Chibi☆Devi!,6.87
Dou Danjo!?,7.29
Tian Bao Fuyao LuLegend of Exorcism,7.42
Senki Zesshou Symphogear GSymphogear G,7.46
Friends: Mononoke Shima no NakiFriends: Naki of Monster Island,6.95
Hokenshitsu no Kageyama-kun (Kageyama-kun in the public health room),7.08
Kyou no Cerberus (Today's Cerberus),7.5
Durarara!!x2 Ketsu: Dufufufu!!,7.55
Genderless Danshi ni Aisareteimasu. (My Androgynous Boyfriend),7.28
Blue Lock,8.53
Bakusou Kyoudai Let's & Go WGP,7.14
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!Cute High Earth Defense Club LOVE! LOVE!,7.02
Dogs: Bullets & Carnage,7.3
"Inari, Konkon, Koi Iroha.Inari Kon Kon",7.19
Let's Akuma Tech Kyoushitsu,7.06
Occultic;Nine,6.89
Chuuka Ichiban!,7.59
High School DxD,7.56
Hunter x Hunter: Greed Island,8.18
Hayate no Gotoku! OVA,7.09
Mashikaku Rock,7.2
Kimi ni TodokeKimi ni Todoke: From Me to You,8.01
Nana Recaps,6.97
Kumichou Musume to SewagakariThe Yakuza's Guide to Babysitting,7.76
Koukaku Kidoutai: Shin MovieGhost in the Shell: The New Movie,7.43
"Houkago, Koishita. (I Fell in Love After School)",7.36
Shin Tennis no Oujisama,7.37
Sorenara Isso Koi ni Nare,6.97
Pokemon Movie 10: Dialga vs. Palkia vs. DarkraiPokémon: The Rise Of Darkrai,7.3
Gochuumon wa Usagi desu ka? BloomIs the Order a Rabbit? Bloom,7.92
unTouchable,7.15
Air Gear - Trick:358,7.38
Senjou no ValkyriaValkyria Chronicles,7.57
Nijuu Mensou no MusumeThe Daughter of 20 Faces,7.55
Merry Unbalance Christmas,7.0
Daicon Opening Animations,7.71
Mizuki-senpai no Koi Uranai (Mizuki-senpai's Love Fortune-Telling),7.26
Ohayou toka Oyasumi toka,7.47
Sabaki no Mon,7.32
Shinrei Tantei YakumoPsychic Detective Yakumo,7.3
Corseltel no Ryuujitsushi Monogatari,7.25
Kyou mo Ashita mo.,7.39
Shaman King: Red Crimson,7.16
Densetsu Kyojin IdeonSpace Runaway Ideon,7.05
"Fuufu Ijou, Koibito Miman.More than a Married Couple, but Not Lovers.",7.59
I Adopted a Villainous Dad,6.96
Mewkledreamy Mix!,7.13
Kidou Senshi Gundam: Orera Renpou Gurentai,7.05
Hachiouji Meibutsu: Tengu no Koi (Tenkoi in Hachioji),7.28
07-Ghost,7.19
"Benriya Saitou-san, Isekai ni IkuHandyman Saitou in Another World",7.44
Spas-Pa,6.95
Huyao Xiao Hongniang: Nan GuoFox Spirit Matchmaker 6th Season,7.34
Birdmen,7.45
Clannad: After Story,8.93
Taiyou no Kiba Dagram,7.44
Do It Yourself!!,7.46
Arashi no Yoru ni,7.64
Toaru Hikuushi e no TsuiokuThe Princess and the Pilot,7.6
Battle Athletess Daiundoukai (TV)Battle Athletes Victory,6.92
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.My Teen Romantic Comedy SNAFU Climax! OVA",7.67
Hanamonogatari,7.93
Kobayashi-san Chi no Maid Dragon SMiss Kobayashi's Dragon Maid S,8.27
Sunohara-sou no Kanrinin-san,7.01
Aoi HanaSweet Blue Flowers,7.1
Eromanga-sensei: Yamada Elf Daisensei no Koisuru Junshin Gohan,7.14
Clover no Kuni no Alice: Bloody Twins (Alice in the Country of Clover: Bloody Twins),7.34
Soil,7.44
Hotarubi no Mori eInto the Forest of Fireflies' Light,8.28
Jujutsu Kaisen 0 MovieJujutsu Kaisen 0,8.46
Ranma ½: Nettou Uta GassenRanma 1/2: Hot Song Contest,7.11
Gintama: Dai Hanseikai,8.07
Otome no Itari,7.16
Nana,8.55
Kusuriya no HitorigotoThe Apothecary Diaries,8.8
Misoshiru de Kanpai!,7.33
Takahashi Rumiko Gekijou Ningyo no MoriMermaid Forest,7.01
Bartender,7.94
Top Secret,7.82
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!Gurren Lagann: There are Some Things I Just Have to See!!,7.35
Ginga Eiyuu Densetsu,7.07
Luo Xiao Hei Zhan JiThe Legend of Luoxiaohei,7.32
Uma Musume: Pretty Derby - 1st Anniversary Special Animation,7.06
Fushigi Yuugi: EikoudenMysterious Play: Eikoden,6.81
NieR:Automata,8.21
Kore ga Koi to Iu naraba,7.03
Gekkan Shoujo Nozaki-kun Anthology,7.41
Slayers Premium,7.18
Haikyuu!! Movie 4: Concept no TatakaiHaikyu!! The Movie: Battle of Concepts,8.21
Senki Zesshou SymphogearSymphogear,7.03
Peach GirlPeach Girl: Super Pop Love Hurricane,6.93
Beelzebub-jou no Okinimesu mama. (As Miss Beelzebub Likes),7.63
Ochamegami Monogatari: Korokoro PollonLittle Pollon,7.14
Boruto: Naruto the Movie,7.39
Ahiru no Sora,7.27
Huyao Xiao Hongniang: Yue Hong,7.61
Juushin Enbu: Hero TalesHero Tales,6.82
Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,7.05
Duranki,7.08
Di Gi Charat Nyo,7.07
Bishoujo Senshi Sailor Moon R: The MovieSailor Moon R: The Movie - The Promise of the Rose,7.72
Kaitai Shinsho Ø,7.32
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.Inari Kon Kon OVA",6.86
Motto Itte♥,7.23
Oshi ni Amagami,7.31
Ao no Exorcist (Blue Exorcist),7.89
Demi-chan wa Kataritai: Demi-chan no NatsuyasumiInterviews With Monster Girls: The Demi-chans' Summer Break,7.48
Long ZuDragon Raja,7.12
Yami no Moribito,7.66
The Breaker,7.38
Rappi Rangai (Ninja Girls),7.28
Bakuon Rettou,8.14
Strike the Blood,7.03
I Will Fall With the Emperor,7.16
Kimi ni Suki tte Iwasetai (I'd Like To Make You Say Loving.),7.25
Samurai Usagi,7.23
Majin Tantei Nougami NeuroNeuro: Supernatural Detective,7.59
xxxHOLiC Shi (xxxHOLiC・Shi),7.37
School Zone (School Zone Girls),7.83
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachiDoraemon the Movie: Nobita and the Winged Braves,7.22
Berserk: Ougon Jidai-hen I - Haou no TamagoBerserk: The Golden Age Arc I - The Egg of the King,7.71
Chrno CrusadeChrono Crusade,7.61
Bleach: Sennen Kessen-hen - Ketsubetsu-tan RecapBleach: Thousand-Year Blood War - The Separation Recap,6.99
Golden Kamuy OVA,7.24
Yu☆Gi☆Oh! R (Yu-Gi-Oh! R),6.95
Watashi ni Tenshi ga Maiorita! Precious FriendsWataTen! An Angel Flew Down to Me: Precious Friends,7.53
Mahou Shoujo Lyrical Nanoha InnocentS (Magical Girl Lyrical Nanoha InnocentS),7.09
Yogoreteru Hima nanka Nai,6.91
Freezing: Pair Love Stories,7.05
Nanatsu no Taizai: King no Manga Michi,7.06
Suzuka,7.17
Code Geass: Hangyaku no Lelouch R2Code Geass: Lelouch of the Rebellion R2,8.91
Durarara!!,8.1
Clover no Kuni no Alice: Heart no Kishi (Alice in the Country of Clover: Ace of Hearts),7.11
Seirei GensoukiSeirei Gensouki: Spirit Chronicles,7.06
Kunoichi Tsubaki no Mune no Uchi,7.19
Shaman King (2021),6.89
Shark'd,7.39
Taiyou no Mokushiroku: A Spirit of the Sun,6.81
Ai no Wakakusa MonogatariTales of Little Women,7.38
Bokutachi wa Shitte Shimatta,7.44
Rico,6.92
Genjitsu Touhi shitetara Boroboro ni Natta Hanashi (My Alcoholic Escape from Reality),7.66
Gakuen Alice,7.64
Saturn Return,6.93
Momogumi Plus Senki,7.02
High Spec Lovers,7.08
Jewelpet Happiness,7.07
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""Love Hina: Motoko's Choice Between Love or Swords: Don't cry!",7.22
Mnemosyne: Mnemosyne no Musume-tachiRin: Daughters of Mnemosyne,7.26
Fei Ren Zai 1st Season Part 2,6.88
Air Master,6.96
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.9
Hataraku Saibou: Kaze ShoukougunCells at Work!: The Common Cold,7.22
"Deja-vu (Deja-vu: Spring, Summer, Fall, Winter)",7.04
Saiyuuki Reload BlastSaiyuki Reload Blast,7.21
Amagami SS: Tachibana Miya-hen - ImoutoAmagami SS: Little Sister,7.19
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.79
Petit Four,6.94
Toradora!: Bentou no GokuiToradora!: Bento Battle,7.43
Mystery to Iu nakare (Don't Call It Mystery),8.25
Rakka Ryuusui,7.01
Amagami SS,7.29
Gyakusatsu KikanGenocidal Organ,7.12
Gravitation: The Novel,7.27
Shousetsuban Medaka Box,7.15
Kanon,7.05
Kamigami no Asobi,7.01
Shanghai Youma Kikai,6.98
Iono-sama Fanatics,6.96
SSSS.Gridman,7.12
Heroic Age,7.51
Suki Naki Koi,6.97
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no ShouYashahime: Princess Half-Demon: The Second Act,7.08
Tenmaku Cinema,7.16
Koko ni Iru yo! (I Am Here!),7.67
Return to Player,7.24
Doraemon Movie 16: Nobita no Sousei NikkiDoraemon the Movie: Nobita's Diary of the Creation of the World,7.0
Pumpkin Scissors,7.16
Termina,7.03
Billion Princess,7.11
Efforts Never Betray,7.43
Rosario to Vampire,7.36
Ro-Kyu-Bu!,7.14
Liang Bu Yi (No Doubt In Us),7.61
Tomie: Nottori,6.96
Kuuchuu BurankoWelcome to Irabu's Office,7.91
Sugar Dark: Umerareta Yami to Shoujo,7.32
The Perfect Hybrid,6.99
"Maou-sama, Retry! R (Demon Lord, Retry! R)",7.16
Fudatsuki no Kyouko-chan,7.04
Kobayashi-san Chi no OO DragonMiss Kobayashi's Dragon Something,7.24
"Kono Ai wa, Itan. (The Heresy of Love)",6.99
Initial D: Project D to the Next Stage - Project D e Mukete,7.56
Paprika,8.04
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no OmoideDetective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.41
Ginban Kaleidoscope,7.17
Eat-Man: The Main Dish,7.0
Chikyuu no Owari wa Koi no Hajimari (I'm in Love and It's the End of the World),7.19
Juu Ou Sei (Jyu-Oh-Sei),7.39
Kimi to Wonderland (We found Wonderland),7.12
Koutetsu Jeeg,7.06
Stella no MahouMagic of Stella,6.85
Saint SeiyaSaint Seiya: Knights of the Zodiac,7.75
Lady & Oldman,7.03
Plastic Memories: Say to Good-bye,7.86
Etsusa Oohashi Series,7.51
Onnanoko wa Koi wo Suru to Mousou Shichaun desu.,7.16
Hakoiri Devil Princess (My Dearest Devil Princess),7.03
The First Slam Dunk,8.81
"Amaesasete Hinamori-san! (Spoil Me Plzzz, Hinamori-san!)",7.12
Date A Live III,7.18
Kyoukai no KanataBeyond the Boundary,7.72
"Yamete kudasai, Koishii desu.",7.17
SunabouzuDesert Punk,7.38
Kyoushoku Soukou Guyver (Bio-Booster Armor Guyver),7.75
Uchuu Senkan Yamato: Fukkatsu-hen,6.94
Kuroko no Basket NG-shuuKuroko's Basketball Specials,7.66
Hirano to Kagiura,7.6
Atashin'chiMy Family,7.35
Akagami no Shirayuki-himeSnow White with the Red Hair,7.76
Gakkou e Ikenai Boku to 9-nin no Sensei,7.01
Aiyou de MishiX&Y,7.09
Slayers Great,7.31
Chrome Breaker,7.07
Knight's & Magic,7.07
X,7.39
Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori (Purple Haze Feedback),8.17
Doraemon Movie 03: Nobita no DaimakyouDoraemon the Movie: Nobita and the Haunts of Evil,7.08
Umineko no Naku Koro ni Tsubasa,7.54
Midara na Ao-chan wa Benkyou ga Dekinai (Ao-chan Can't Study!),7.05
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,7.35
Parallel City,7.44
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, ChougekisenDragon Ball Z: Broly - The Legendary Super Saiyan",7.31
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,6.96
Kobatotei Ibun,7.1
Final Fantasy XIV: Shiritsu Eorzea Gakuen (Final Fantasy XIV: Eorzea Academy),7.15
Soredemo Boku wa Kimi ga Suki (Forget Me Not),7.59
Appleseed Saga Ex MachinaAppleseed: Ex Machina,7.31
Jaku-Chara Tomozaki-kun 2nd StageBottom-Tier Character Tomozaki 2nd Stage,7.34
Aria the Avvenire,7.89
Inazuma Eleven Go vs. Danball Senki W Movie,6.94
Seitokai Yakuindomo Movie 2,7.78
Xingchen Bian: Po Tian Mi Ju,7.53
Qin Shi Mingyue: Zhu Zi Bai JiaQin's Moon: Hundred Schools of Thought,6.86
Yong ShengImmortality,7.19
Grimm Meisaku GekijouGrimm's Fairy Tale Classics,7.41
Kidou Senshi Gundam SEED Special EditionMobile Suit Gundam SEED Special Edition,7.27
Go! Princess PrecureGo! Princess Pretty Cure,7.82
Boku no Kokoro no Yabai Yatsu: Twi-Yaba,7.75
Furare Girl,7.54
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-saiHaikara-san: Here Comes Miss Modern",7.49
Kyuukyoku Venus (Ultimate Venus),7.41
Prison School: Mad Wax,7.37
Utsuro no Hako to Zero no Maria (The Empty Box and Zeroth Maria),8.7
Saint☆Oniisan (Movie)Saint☆Young Men (Movie),7.79
Yamada-kun to 7-nin no MajoYamada-kun and the Seven Witches,7.54
Dance in the Vampire Bund: Sledge Hammer no Tsuioku (Dance in the Vampire Bund: The Memories of Sledge Hammer),7.19
Megumi no Daigo (Firefighter! Daigo of Fire Company M),8.18
My Life's Tackle,7.29
Code Geass: Hangyaku no Lelouch III - OudouCode Geass: Lelouch of the Rebellion III - Glorification,7.97
Anmitsu HimePrincess Anmitsu,7.39
Kimetsu no Yaiba: Katanakaji no Sato-henDemon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,8.28
Kiteretsu Daihyakka,6.96
Mahou Shoujo Lyrical Nanoha StrikerSMagical Girl Lyrical Nanoha StrikerS,7.63
Dual! Parallel Runrun Monogatari Special,6.84
Ryuuseiki GakusaverShooting Star Gakusaver,6.85
Murder Princess,6.98
Ling Qi 2Spiritpact: Bond of the Underworld,7.47
Mouretsu Pirates: Abyss of HyperspaceBodacious Space Pirates the Movie: Abyss of Hyperspace,7.1
Chikyuu Bouei Kigyou Dai-GuardDai-Guard: Terrestrial Defense Corp.,7.14
Mizu no Haru,7.1
Mushishi: HihamukageMushi-shi: The Shadow that Devours the Sun,8.53
"Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!Ranma ½: Big Trouble in Nekonron, China",7.23
Madang-eul Naon AmtalgDaisy: A Hen into the Wild,7.32
Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,7.35
Quanzhi Gaoshou SpecialsThe King's Avatar (2018),8.13
Kindaichi Shounen no Jikenbo Returns 2nd Season,7.65
Billion Dogs,7.04
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai TotsugekiCrayon Shin-chan: Fast Asleep! The Great Assault on the Dreaming World!,7.13
1 Litre no Namida,7.68
Usogui,8.46
Hanbun no Tsuki ga Noboru Sora,7.1
Clover,7.9
Rockman X2,7.01
Saint Seiya: Meiou Hades Juuni Kyuu-henSaint Seiya: The Hades Chapter - Sanctuary,8.05
Naka no Warui Iinazuke no Hanashi,7.04
Mahou Shoujo Tokushusen Asuka (Magical Girl Spec-Ops Asuka),7.06
Miira no KaikataHow to Keep a Mummy,7.47
The New Gate,7.66
Digimon Adventure 02,7.23
Kimi ni Ageru. (I Give to You),7.31
Meitantei Conan Movie 07: Meikyuu no CrossroadDetective Conan Movie 07: Crossroad in the Ancient Capital,7.8
Kono Bijutsu-bu ni wa Mondai ga Aru!This Art Club Has a Problem!,7.18
Ookami to KoushinryouSpice and Wolf,8.22
Fune wo AmuThe Great Passage,7.61
Gravitation: Lyrics of Love,6.89
Koucha Ouji (Tea Prince),7.11
Mahouka Koukou no Rettousei: Raihousha-henThe Irregular at Magic High School: Visitor Arc,7.28
T.R.A.P.,7.11
Wakaokami wa Shougakusei! MovieOkko's Inn,7.5
Gintama.: Shirogane no Tamashii-hen - Kouhan-senGintama.: Silver Soul Arc - Second Half War,8.88
Real,8.94
Arata Kangatari (Arata: The Legend),7.38
Grisaia no Kajitsu Specials,6.9
Ayahatori Shoukanchou,7.09
